,Animal,File,ID,LBP0,LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9
2251,ant,pic827_set_compiler.jpg,pic827,0.027487006,0.039647275,0.004966086,0.011946029,0.011646092,0.113243038,0.014126993,0.055848112,0.471880985,0.249208383
2252,ant,pic828_fig1.gif,pic828,0.010294906,0.013686327,0.003217158,0.009544236,0.017359249,0.321313673,0.014705094,0.022104558,0.538632708,0.049142091
2253,ant,pic829_0262042193-f30.jpg,pic829,0.026957501,0.023878413,0.007948213,0.010464396,0.011590205,0.050104137,0.015536167,0.043529412,0.706704194,0.103287363
2254,ant,pic82_precieuropa.gif,pic82,0.001205056,0.009802383,0.000894106,0.003118443,0.004455628,0.03808097,0.008340023,0.016871781,0.483550436,0.433681174
2255,ant,pic830_0262042193-medium.jpg,pic830,0.040070175,0.039754386,0.011438596,0.023052632,0.023614035,0.089438596,0.022280702,0.066245614,0.53554386,0.148561404
2256,ant,pic831_ant_logo_large.gif,pic831,0.012982456,0.022675439,0.005570175,0.022412281,0.050526316,0.118640351,0.03122807,0.055175439,0.570701754,0.110087719
2257,ant,pic832_mz3_hst.jpg,pic832,0.082878505,0.083054206,0.089536449,0.093816822,0.091813084,0.0736,0.064919626,0.09037757,0.110459813,0.219543925
2258,ant,pic833_mz3_hst_big.jpg,pic833,0.06435625,0.062995,0.06391625,0.068875,0.06336375,0.05034125,0.045585,0.06643625,0.33766375,0.1764675
2259,ant,pic834_dj.en_coco.jpg,pic834,0.049052682,0.068578341,0.065869284,0.120391195,0.191661555,0.144329721,0.075018742,0.068902065,0.063245417,0.152950998
2260,ant,pic835_poesje_en_kattertje_van_nikita.jpg,pic835,0.048067542,0.069155722,0.065753596,0.118398999,0.215021889,0.147354597,0.073996248,0.068042527,0.057273296,0.136935585
2261,ant,pic836_tortie__seal_12-6-04_005.jpg,pic836,0.031958333,0.054625,0.054083333,0.1232,0.181625,0.198333333,0.080608333,0.063925,0.090575,0.121066667
2262,ant,pic837_WinWrapper Example.gif,pic837,0.007194587,0.011625691,0.004451523,0.0161657,0.039444308,0.095258515,0.024633124,0.046727382,0.688631599,0.065867571
2263,ant,pic838_WinWrapper Example02.gif,pic838,0.004916035,0.009656013,0.00402221,0.015777356,0.039991874,0.101774106,0.022765439,0.039409534,0.720652763,0.04103467
2264,ant,pic839_WinWrapper_imageillust.gif,pic839,0.003144369,0.009538927,0.005986395,0.017747543,0.030997732,0.120075586,0.030506425,0.044739229,0.662207105,0.075056689
2265,ant,pic83_snow_depth.east.gif,pic83,0.001606489,0.003748038,0.002337781,0.00626112,0.007409733,0.076088435,0.021160387,0.066632653,0.70579147,0.108963893
2266,ant,pic840_WinWrapper_imageillust_S.gif,pic840,0.003831796,0.011426258,0.006932786,0.01890221,0.032254242,0.123723558,0.031375299,0.048954157,0.636571925,0.086027771
2267,ant,pic841_antlia.gif,pic841,0.001209401,0.000661829,0.000105634,0.002149328,0.003169019,0.025546171,0.002349817,0.009106078,0.951343707,0.004359017
2268,ant,pic842_antlia_s.gif,pic842,0.002342433,0.002847995,0.000724638,0.001668352,0.004937647,0.056319515,0.002612066,0.007195821,0.917138524,0.00421301
2269,ant,pic843_aman.gif,pic843,0.028472222,0.051388889,0.013194444,0.024363426,0.0421875,0.082407407,0.029571759,0.077546296,0.176851852,0.474016204
2270,ant,pic844_navigation.gif,pic844,0.016804734,0.025877712,0.007455621,0.0417357,0.050493097,0.320078895,0.077790927,0.052504931,0.313017751,0.094240631
2271,ant,pic845_img_mn_ant_1f01.gif,pic845,0.01796342,0.017019887,0.013681231,0.034692989,0.11746988,0.136521992,0.035128466,0.056430541,0.484504282,0.086587313
2272,ant,pic846_img_shikou.gif,pic846,0.002383491,0.005237408,0.001850342,0.011907002,0.024545778,0.094806498,0.017238495,0.035721006,0.757228878,0.049081101
2273,ant,pic847_userpic-18488.jpg,pic847,0.031990741,0.039182099,0.022993827,0.04462963,0.086558642,0.082839506,0.026712963,0.038780864,0.492083333,0.134228395
2274,ant,pic848_1844540731.02.LZZZZZZZ.jpg,pic848,0.044486842,0.060618421,0.041723684,0.084611842,0.151598684,0.137098684,0.061828947,0.088697368,0.164118421,0.165217105
2275,ant,pic849_phenylalanine.jpg,pic849,0.0075625,0.01475,0.007791667,0.0301875,0.044708333,0.074375,0.016375,0.033479167,0.701791667,0.068979167
2276,ant,pic84_snoweuropa.gif,pic84,0.002198219,0.008618355,0.001116753,0.004413605,0.005313873,0.047347069,0.012685776,0.026909828,0.482981682,0.408414841
2277,ant,pic850_williesiege.med.jpg,pic850,0.0466662,0.054905874,0.027738875,0.062351925,0.08791709,0.144914977,0.056545639,0.075522566,0.296006792,0.147430062
2278,ant,pic851_yankee2.jpg,pic851,0.095754598,0.094367679,0.042625595,0.04879095,0.070000801,0.063246363,0.045376556,0.096166385,0.186130239,0.257540835
2279,ant,pic852_yankeesiege.med.jpg,pic852,0.053237915,0.068008423,0.040211995,0.078348796,0.119588216,0.167592367,0.066772461,0.08253479,0.141616821,0.182088216
2280,ant,pic853_094.jpg,pic853,0.018539822,0.036268301,0.006430206,0.01705034,0.01671127,0.124244663,0.013611209,0.039840637,0.554729411,0.172574141
2281,ant,pic854_managing_1.gif,pic854,0.017232824,0.022767176,0.007137405,0.007175573,0.006717557,0.079274809,0.00230916,0.017652672,0.745648855,0.094083969
2282,ant,pic855_managing_2.gif,pic855,0.033572761,0.024179104,0.005401119,0.005988806,0.003899254,0.0375,0.001996269,0.005233209,0.808787313,0.073442164
2283,ant,pic856_managing_3.gif,pic856,0.023381148,0.040594262,0.006526639,0.013565574,0.017254098,0.180245902,0.02045082,0.049569672,0.435040984,0.213370902
2284,ant,pic857_managing_4.gif,pic857,0.01537094,0.01885812,0.003357265,0.011849573,0.013374359,0.172205128,0.020205128,0.051418803,0.535145299,0.158215385
2285,ant,pic858_managing_5_1.gif,pic858,0.017122954,0.019219784,0.002347614,0.006638802,0.014364333,0.129278997,0.014559387,0.047621038,0.611522118,0.137324974
2286,ant,pic859_managing_5_2.gif,pic859,0.015506792,0.016502961,0.002215256,0.006304424,0.013402995,0.132901428,0.012643678,0.042048067,0.625189829,0.13328457
2287,ant,pic85_sort_006.gif,pic85,0.001320549,0.00570186,0.005459014,0.030532651,0.041928538,0.097652333,0.0293408,0.176809152,0.538664097,0.072591006
2288,ant,pic860_managing_5_3.gif,pic860,0.014587252,0.015618251,0.001873912,0.00476489,0.012497388,0.081198189,0.012852665,0.034782306,0.730024382,0.091800766
2289,ant,pic861_managing_5_4.gif,pic861,0.022816212,0.022669462,0.002648498,0.006869322,0.015171209,0.107281621,0.018532495,0.051104123,0.625031447,0.127875611
2290,ant,pic862_managing_6.gif,pic862,0.01312381,0.018253968,0.0032,0.009663492,0.012520635,0.163257143,0.022120635,0.043726984,0.549853968,0.164279365
2291,ant,pic863_managing_7.gif,pic863,0.019294355,0.022560484,0.005443548,0.006179435,0.00547379,0.060917339,0.002268145,0.011350806,0.793770161,0.072741935
2292,ant,pic864_managing_9.gif,pic864,0.020239264,0.027828221,0.006895706,0.017865031,0.022325153,0.240809816,0.019631902,0.049889571,0.427957055,0.166558282
2293,ant,pic865_crazy_ant03.jpg,pic865,0.017285354,0.029381313,0.008396465,0.012222222,0.018686869,0.058244949,0.019229798,0.03655303,0.690492424,0.109507576
2294,ant,pic866_FL_harvester_ant05.jpg,pic866,0.022567518,0.03649144,0.010392493,0.01426025,0.017388087,0.062607204,0.021911681,0.043856994,0.629401675,0.141122658
2295,ant,pic867_antLine.jpg,pic867,0.107875458,0.100671551,0.050534188,0.059447497,0.085332723,0.06456044,0.050610501,0.09757326,0.109279609,0.274114774
2296,ant,pic868_AntBites.jpg,pic868,0.0434,0.059566667,0.0626,0.1281,0.219333333,0.127466667,0.055933333,0.0607,0.0867,0.1562
2297,ant,pic869_AntMound.jpg,pic869,0.130506965,0.107142857,0.048428895,0.049036281,0.049886621,0.052842566,0.045999352,0.102040816,0.120707807,0.293407839
2298,ant,pic86_sort_008.gif,pic86,0.001287788,0.006565147,0.005578782,0.020305638,0.032700753,0.077493972,0.036707477,0.254117001,0.34936064,0.215882803
2299,ant,pic870_pharaohdraw.jpg,pic870,0.037349477,0.062822549,0.014456795,0.024679105,0.032354109,0.109567289,0.031427815,0.066924706,0.400688104,0.219730052
2300,ant,pic871_pharoah.jpg,pic871,0.06768559,0.074467381,0.084788937,0.123296282,0.15962022,0.121311367,0.077808654,0.065833003,0.065039037,0.16014953
2301,ant,pic872_ig080e.gif,pic872,0.004100814,0.00679478,0.002065374,0.008530891,0.011793582,0.069743774,0.009369013,0.026041667,0.836536159,0.025023946
2302,ant,pic873_ig080f.gif,pic873,0.003039299,0.006926774,0.003003958,0.009047215,0.012651965,0.071741589,0.012581284,0.029544812,0.809725756,0.041737348
2303,ant,pic874_ig123f1.gif,pic874,0.003179487,0.003516484,0.001406593,0.008380952,0.02196337,0.065772894,0.013772894,0.029641026,0.833025641,0.019340659
2304,ant,pic875_planatus_map.jpg,pic875,0.024562963,0.031496296,0.009037037,0.015585185,0.014859259,0.070088889,0.014725926,0.032814815,0.687540741,0.099288889
2305,ant,pic876_enature_ad3_20040402.gif,pic876,0.054375,0.071736111,0.036458333,0.06375,0.107986111,0.129097222,0.049930556,0.104097222,0.144166667,0.238402778
2306,ant,pic877_gamessky.gif,pic877,0.00425,0.017222222,0.00625,0.021180556,0.014236111,0.112972222,0.021541667,0.037333333,0.461402778,0.303611111
2307,ant,pic878_is0007_1lg.jpg,pic878,0.060740741,0.063981481,0.042453704,0.081203704,0.141851852,0.125,0.047824074,0.068518519,0.209027778,0.159398148
2308,ant,pic879_ant_logo_large.gif,pic879,0.012982456,0.022675439,0.005570175,0.022412281,0.050526316,0.118640351,0.03122807,0.055175439,0.570701754,0.110087719
2309,ant,pic87_synNNWWeuropa.gif,pic87,0.005150822,0.013675379,0.002528204,0.007670633,0.008457418,0.055407523,0.018204115,0.039734759,0.782412934,0.066758214
2310,ant,pic880_Apr0703a.jpg,pic880,0.091704025,0.091196611,0.065801271,0.071752303,0.100852259,0.084629785,0.074786935,0.092280408,0.096871767,0.230124637
2311,ant,pic881_1930110588.02.LZZZZZZZ.jpg,pic881,0.041849246,0.04459799,0.018477387,0.034396985,0.055115578,0.085331658,0.031733668,0.054020101,0.511286432,0.123190955
2312,ant,pic882_1930110588.02._PE30_SCMZZZZZZZ_.jpg,pic882,0.062622629,0.08073087,0.020683453,0.038260301,0.055714519,0.123855461,0.043942119,0.097204055,0.223634729,0.253351864
2313,ant,pic883_1930110588.02.LZZZZZZZ.jpg,pic883,0.041849246,0.04459799,0.018477387,0.034396985,0.055115578,0.085331658,0.031733668,0.054020101,0.511286432,0.123190955
2314,ant,pic884_1930110588.02._PE30_SCMZZZZZZZ_.jpg,pic884,0.062622629,0.08073087,0.020683453,0.038260301,0.055714519,0.123855461,0.043942119,0.097204055,0.223634729,0.253351864
2315,ant,pic885_ant_logo_large.gif,pic885,0.012982456,0.022675439,0.005570175,0.022412281,0.050526316,0.118640351,0.03122807,0.055175439,0.570701754,0.110087719
2316,ant,pic886_C9942FED-A87D-4EA8-B7EB-80CE0B93C475.jpg,pic886,0.082037037,0.101430976,0.047845118,0.073047138,0.134107744,0.086127946,0.043484848,0.10020202,0.088922559,0.242794613
2317,ant,pic887_ant_logo_large.gif,pic887,0.012982456,0.022675439,0.005570175,0.022412281,0.050526316,0.118640351,0.03122807,0.055175439,0.570701754,0.110087719
2318,ant,pic888_antanddec_funny150.jpg,pic888,0.066037037,0.086925926,0.062481481,0.103185185,0.182,0.110555556,0.058,0.080888889,0.064666667,0.185259259
2319,ant,pic889_antanddec_show150.jpg,pic889,0.073666667,0.092296296,0.051888889,0.082,0.146777778,0.099148148,0.050333333,0.091259259,0.092222222,0.220407407
2320,ant,pic88_winter11.jpg,pic88,0.032690322,0.050384868,0.048390125,0.110367971,0.185041772,0.224396884,0.074767671,0.07110673,0.073688163,0.129165493
2321,ant,pic890_antdec270.jpg,pic890,0.046419753,0.086891134,0.054904602,0.099618406,0.202469136,0.126217733,0.052996633,0.07993266,0.077732884,0.172817059
2322,ant,pic891_antdec_early150.jpg,pic891,0.083111111,0.096,0.062481481,0.078888889,0.113185185,0.096518519,0.059111111,0.095851852,0.086296296,0.228555556
2323,ant,pic892_antdec_totp150.jpg,pic892,0.051074074,0.056333333,0.035740741,0.05237037,0.096777778,0.093777778,0.034888889,0.056259259,0.355407407,0.16737037
2324,ant,pic893_uralant.jpg,pic893,0.098351072,0.093089824,0.051725528,0.070230608,0.120202387,0.075572488,0.053418803,0.090388647,0.10115304,0.245867602
2325,ant,pic894_antsboard.gif,pic894,0.01369356,0.04000935,0.01260275,0.03175036,0.033795629,0.14305193,0.007869414,0.033678756,0.572460945,0.111087304
2326,ant,pic895_antspg.gif,pic895,0.008973259,0.01531889,0.005755756,0.013888889,0.051068926,0.181681682,0.039521665,0.069372944,0.522129272,0.092288717
2327,ant,pic896_argentinedraw.jpg,pic896,0.046959526,0.072150166,0.011764322,0.024343349,0.027634752,0.109431011,0.035162615,0.06344913,0.421560321,0.187544809
2328,ant,pic897_workerargentine.jpg,pic897,0.056181972,0.067066415,0.069673467,0.130645897,0.185980577,0.142670925,0.073421104,0.068044059,0.060744313,0.14557127
2329,ant,pic898_040408084620.jpg,pic898,0.061442308,0.079166667,0.047510684,0.088739316,0.17034188,0.117905983,0.061901709,0.08457265,0.096260684,0.19215812
2330,ant,pic899_index_1.gif,pic899,0.000241885,0.000803683,0.001396692,0.007225343,0.021715044,0.162250312,0.011852372,0.015558677,0.769452247,0.009503745
2331,ant,pic89_winter12a.jpg,pic89,0.0847535,0.092102861,0.040398661,0.071378576,0.146637249,0.110042605,0.050867316,0.085940353,0.093609251,0.224269629
2332,ant,pic8_newballs_wslice_f_r6_c3.gif,pic8,0,0,0,0.000459242,0,0.044776119,0,0,0.954764638,0
2333,ant,pic900_index_2.gif,pic900,0,0,0,0.000390692,0,0.038873831,0,0,0.960735477,0
2334,ant,pic901_index_4.gif,pic901,0,0,0,0.000372752,0,0.0379275,0,0,0.961699748,0
2335,ant,pic902_index_5.jpg,pic902,0.025541166,0.031296922,0.037083959,0.068443443,0.164742868,0.119557057,0.040509259,0.03833521,0.395802052,0.078688063
2336,ant,pic903_Fast-Facts-pic-1.jpg,pic903,0.039498547,0.050661337,0.072325581,0.146831395,0.224680233,0.161584302,0.079832849,0.05497093,0.05784157,0.111773256
2337,ant,"pic904_0,1020,419623,00.jpg",pic904,0.059024578,0.068817204,0.047795699,0.080875576,0.140545315,0.147949309,0.055176651,0.072165899,0.148064516,0.179585253
2338,ant,pic905_cherry.jpg,pic905,0.034945652,0.057807971,0.049565217,0.095706522,0.191014493,0.108858696,0.031521739,0.064800725,0.249184783,0.116594203
2339,ant,pic906_green.jpg,pic906,0.029473684,0.047433198,0.041473684,0.107562753,0.215951417,0.181651822,0.058331984,0.052761134,0.134672065,0.130688259
2340,ant,pic907_music_disco1_cd.jpg,pic907,0.072800809,0.082478694,0.036966151,0.073956377,0.134960759,0.129556069,0.051398719,0.092144542,0.110922529,0.21481535
2341,ant,pic908_Dec1703a.jpg,pic908,0.076222533,0.089307571,0.045608207,0.065425191,0.108221134,0.096432943,0.048260185,0.092658973,0.152619922,0.225243341
2342,ant,pic909_3827320666.03.LZZZZZZZ.jpg,pic909,0.028924485,0.039054157,0.022492754,0.06893669,0.155813883,0.179563692,0.045369947,0.05426087,0.295871854,0.10971167
2343,ant,pic90_winter13.jpg,pic90,0.060503868,0.070306817,0.039525888,0.072356675,0.142762679,0.188190174,0.056486808,0.072488924,0.120495272,0.176882894
2344,ant,pic910_risplash.jpg,pic910,0.039450439,0.043670025,0.024828113,0.037755443,0.076310638,0.083418879,0.029692275,0.062822288,0.471316367,0.130735533
2345,ant,pic911_newsnavbg.jpg,pic911,0.023342105,0.036131579,0.037578947,0.072789474,0.171605263,0.121,0.054210526,0.056578947,0.338210526,0.088552632
2346,ant,pic912_crw_4224_web.jpg,pic912,0.040187266,0.054475655,0.031657303,0.072996255,0.114503745,0.152322097,0.058670412,0.072256554,0.259157303,0.143773408
2347,ant,pic913_derrainer.jpg,pic913,0.046991667,0.067475,0.05525,0.102525,0.1768,0.12715,0.064741667,0.073316667,0.138116667,0.147633333
2348,ant,pic914_kiel1.jpg,pic914,0.036183333,0.052841667,0.042583333,0.093775,0.168858333,0.156608333,0.061308333,0.062691667,0.203991667,0.121158333
2349,ant,pic915_olli13.jpg,pic915,0.052275,0.066333333,0.069766667,0.1189,0.206058333,0.124966667,0.075241667,0.069075,0.070491667,0.146891667
2350,ant,pic916_olliplakat.jpg,pic916,0.099966667,0.105075,0.0519,0.0682,0.094058333,0.070541667,0.049075,0.100758333,0.100566667,0.259858333
2351,ant,pic917_rr_orange.gif,pic917,0.012415124,0.036047131,0.01238184,0.03647983,0.050858741,0.175542538,0.040640394,0.076188257,0.311310079,0.248136067
2352,ant,pic918_3897212412.03.LZZZZZZZ.jpg,pic918,0.041649007,0.044562914,0.017927152,0.027205298,0.038695364,0.107125828,0.028251656,0.057311258,0.449675497,0.187596026
2353,ant,pic919_image5.gif,pic919,3.43E-05,0.000890808,0.00167883,0.009490527,0.01555487,0.10771919,0.017747627,0.030253195,0.808373591,0.008257101
2354,ant,pic91_winter14.jpg,pic91,0.024294872,0.035282051,0.020551282,0.076538462,0.197615385,0.252192308,0.051397436,0.045397436,0.211589744,0.085141026
2355,ant,pic920_bremenmovies.jpg,pic920,0.022087087,0.051208709,0.039151652,0.118460961,0.231606607,0.212905405,0.061096096,0.054114114,0.080225225,0.129144144
2356,ant,pic921_marsmandel.jpg,pic921,0.036777778,0.049694444,0.03275,0.054041667,0.110013889,0.075333333,0.035083333,0.059416667,0.436902778,0.109986111
2357,ant,pic922_schlastshut.jpg,pic922,0.046746765,0.066633128,0.029050268,0.066021544,0.113823785,0.146237768,0.044606218,0.074445628,0.233664773,0.178770123
2358,ant,pic923_schlechtewerbung.jpg,pic923,0.056041667,0.087678571,0.042996032,0.082430556,0.124037698,0.126884921,0.069365079,0.094662698,0.090327381,0.225575397
2359,ant,pic924_zittawolf.jpg,pic924,0.051666667,0.066758333,0.053408333,0.10945,0.249116667,0.123316667,0.060983333,0.067391667,0.070508333,0.1474
2360,ant,pic925_I-HY-IHUM-AD.005.jpg,pic925,0.038310229,0.053404164,0.060817321,0.13816705,0.208819515,0.168180967,0.079631216,0.062148745,0.067394155,0.123126639
2361,ant,pic926_start.jpg,pic926,0.013498428,0.011804245,0.003883648,0.006415094,0.013805031,0.029709119,0.009599057,0.02567217,0.846242138,0.039371069
2362,ant,pic927_titel.gif,pic927,0.004251012,0.00964202,0.009759216,0.022661411,0.094300021,0.083262306,0.020477307,0.028318773,0.707948008,0.019379928
2363,ant,pic92_CoverS.jpg,pic92,0.059737274,0.066568144,0.058226601,0.118998358,0.199786535,0.123858785,0.055336617,0.064630542,0.102085386,0.150771757
2364,ant,pic93_J_ALLa.jpg,pic93,0.055508242,0.066794872,0.017673993,0.026561355,0.032284799,0.087669414,0.032179487,0.072783883,0.381849817,0.226694139
2365,ant,pic94_antinfo.gif,pic94,0.002271536,0.006261285,0.002562758,0.010891723,0.018143165,0.086463976,0.027491409,0.061972159,0.706709768,0.077232221
2366,ant,pic95_adamgorillas.jpg,pic95,0.04245,0.054033333,0.029883333,0.0547,0.13605,0.1259,0.048383333,0.079283333,0.2791,0.150216667
2367,ant,pic96_birdpic.gif,pic96,0.058442985,0.046855152,0.017601501,0.018308991,0.029816428,0.042304703,0.027994104,0.061251507,0.569738711,0.127685917
2368,ant,pic97_antdiagram.jpg,pic97,0.031381098,0.03962903,0.017926705,0.028504435,0.035141736,0.092113149,0.02664659,0.049172959,0.548356407,0.131127892
2369,ant,pic98_antwatch1.jpg,pic98,0.065274725,0.084725275,0.058791209,0.100384615,0.188021978,0.108681319,0.057197802,0.076263736,0.076428571,0.184230769
2370,ant,pic99_bannermenu.jpg,pic99,0.089649416,0.094272505,0.036689354,0.051239245,0.066700912,0.088326698,0.036792089,0.09021446,0.208398613,0.237716707
2371,ant,pic9_logo.jpg,pic9,0.036607143,0.05,0.021964286,0.03952381,0.053809524,0.141547619,0.024880952,0.047797619,0.449702381,0.134166667
2372,bear,pic1000_CB_Building_200.jpg,pic1000,0.061654676,0.091007194,0.064352518,0.104532374,0.150395683,0.104964029,0.058273381,0.084892086,0.086007194,0.193920863
2373,bear,pic1001_cubby10_200_blk.jpg,pic1001,0.096434426,0.105717213,0.053012295,0.064467213,0.101844262,0.070327869,0.054528689,0.101905738,0.102827869,0.248934426
2374,bear,pic1002_cubby11_200_blk.jpg,pic1002,0.074133333,0.0941,0.0537,0.08,0.136433333,0.096066667,0.0558,0.0934,0.0924,0.223966667
2375,bear,pic1003_cubby12_200_blk.jpg,pic1003,0.070893617,0.09187234,0.053702128,0.082042553,0.147510638,0.092021277,0.054680851,0.093723404,0.096914894,0.216638298
2376,bear,pic1004_cubby13_200_blk.jpg,pic1004,0.091026786,0.108950893,0.04359375,0.068883929,0.113214286,0.079352679,0.041897321,0.103303571,0.088638393,0.261138393
2377,bear,pic1005_cubby14_200_blk.jpg,pic1005,0.079251701,0.105272109,0.049319728,0.070442177,0.129795918,0.090408163,0.04755102,0.101258503,0.09585034,0.23085034
2378,bear,pic1006_cubby16_200_blk.jpg,pic1006,0.07,0.091487342,0.052943038,0.071550633,0.096582278,0.076424051,0.047341772,0.090759494,0.185886076,0.217025316
2379,bear,pic1007_cubby17_200_blk.jpg,pic1007,0.062175325,0.111168831,0.049545455,0.077564935,0.125681818,0.086688312,0.049675325,0.105324675,0.096493506,0.235681818
2380,bear,pic1008_loukas1_200_blk.jpg,pic1008,0.07477707,0.093407643,0.061974522,0.087898089,0.117292994,0.079458599,0.055732484,0.093789809,0.104171975,0.231496815
2381,bear,pic1009_loukas_johnyc_200_blk.jpg,pic1009,0.076,0.086413793,0.048034483,0.075517241,0.120482759,0.107137931,0.057413793,0.092482759,0.117344828,0.219172414
2382,bear,pic100_headbar2.jpeg,pic100,0.031520062,0.039351852,0.011265432,0.025810185,0.025925926,0.117901235,0.018942901,0.040335648,0.580574846,0.108371914
2383,bear,pic1010_top_left_buildings.gif,pic1010,0.033248299,0.02954932,0.007823129,0.015561224,0.034353741,0.094430272,0.011777211,0.034481293,0.669387755,0.069387755
2384,bear,pic1011_gpbear.jpeg,pic1011,0.055027356,0.070447629,0.032779906,0.059189884,0.10403166,0.116739984,0.052583448,0.079434905,0.254749854,0.175015373
2385,bear,pic1012_flagbearmansmall.jpg,pic1012,0.062216906,0.0538437,0.022950558,0.03414673,0.056889952,0.085406699,0.035741627,0.071371611,0.419314195,0.158118022
2386,bear,pic1013_text1a.gif,pic1013,0.002748196,0.008704667,0.003171468,0.012072435,0.013385189,0.077201011,0.032002994,0.036873681,0.757508465,0.056331894
2387,bear,pic1014_intro_mainscreenb.gif,pic1014,0.000304709,0.001274238,0.000918744,0.018379501,0.035590951,0.180992613,0.013231764,0.026020314,0.695295476,0.02799169
2388,bear,pic1015_MR_0105.jpg,pic1015,0.03952015,0.047076236,0.029445368,0.050503739,0.085453885,0.122922725,0.033496053,0.057151018,0.386217283,0.148213544
2389,bear,pic1016_TopLeft1.jpg,pic1016,0.056898583,0.062405904,0.048278767,0.077554937,0.13086518,0.11268166,0.052545771,0.069332959,0.231424493,0.158011748
2390,bear,pic1017_Carol-with-Towhee.jpg,pic1017,0.113134743,0.108247157,0.057399119,0.053266108,0.071084358,0.054003533,0.051053832,0.10370256,0.115158375,0.272950215
2391,bear,pic1018_Golden-Eye-with-Bug.jpg,pic1018,0.043422339,0.055255441,0.062612543,0.144929773,0.282485294,0.143403474,0.065476497,0.055083946,0.040969971,0.106360721
2392,bear,pic1019_lodge-panorama.jpg,pic1019,0.073285038,0.077808989,0.039946777,0.078829095,0.18458013,0.157007688,0.044795979,0.075502661,0.075221762,0.193021881
2393,bear,pic101_homepage_barn.gif,pic101,0.005798759,0.008495754,0.004448062,0.017537067,0.070201065,0.123881385,0.018535791,0.043855867,0.591640635,0.115605614
2394,bear,pic1020_troy-bear.gif,pic1020,0.064438984,0.082932023,0.038574939,0.072530713,0.120884521,0.133022113,0.067321867,0.09033579,0.115642916,0.214316134
2395,bear,pic1021_troy-new-suit.gif,pic1021,0.024794776,0.038022388,0.029029851,0.056679104,0.10766791,0.130074627,0.047761194,0.069906716,0.392126866,0.103936567
2396,bear,pic1022_games_didyouknow.gif,pic1022,0.009144276,0.020057199,0.007751938,0.019229322,0.027207044,0.111951532,0.025588922,0.051855197,0.629487469,0.097727102
2397,bear,pic1023_games_left_top.gif,pic1023,0,0,0,0,0,0,0,0,0,0
2398,bear,pic1024_mtgborrow_q103-copy.gif,pic1024,0.002258356,0.007542909,0.002077687,0.010252936,0.020641373,0.213369467,0.028500452,0.036856369,0.554561879,0.123938573
2399,bear,pic1025_prudentbearfunds.gif,pic1025,0,0,0,0,0,0,0,0,0,0
2400,bear,pic1026_t-valentine-billy-cutout.jpg,pic1026,0.091447368,0.097192982,0.056447368,0.082982456,0.114824561,0.086447368,0.054780702,0.096403509,0.082894737,0.236578947
2401,bear,pic1027_bctrains_downbear_creek_pa4.jpg,pic1027,0.104468017,0.101027418,0.047823137,0.060525971,0.096562972,0.077038466,0.04610879,0.099110683,0.109611058,0.25772349
2402,bear,pic1028_tag_pct33.jpg,pic1028,0.12075163,0.101944355,0.044390458,0.048365106,0.081550526,0.057991852,0.046687655,0.09892825,0.119396448,0.27999372
2403,bear,pic1029_aisc.jpg,pic1029,0.05481717,0.094138845,0.047949126,0.092824589,0.186073132,0.113153153,0.045892952,0.08691044,0.077371489,0.200869104
2404,bear,pic102_ScreenShot.gif,pic102,0.052368421,0.083045113,0.022631579,0.045263158,0.060601504,0.084398496,0.042706767,0.11981203,0.250112782,0.23906015
2405,bear,pic1030_bearcan2.gif,pic1030,0.047824726,0.070453834,0.038247261,0.064194053,0.108231612,0.196651017,0.055399061,0.086760563,0.132300469,0.199937402
2406,bear,pic1031_Newproducts.jpg,pic1031,0.053050239,0.065314992,0.037125199,0.072759171,0.155721691,0.104940191,0.042252791,0.074409888,0.226283892,0.168141946
2407,bear,pic1032_mpiweb.jpg,pic1032,0.051485481,0.076009133,0.023401318,0.056864946,0.088857928,0.117432305,0.036263013,0.08500071,0.221357896,0.24332727
2408,bear,pic1033_logo.jpg,pic1033,0.064583333,0.087278369,0.050159574,0.08266844,0.170682624,0.118484043,0.066382979,0.08660461,0.082597518,0.190558511
2409,bear,pic1034_037.gif,pic1034,0.0996875,0.122104167,0.031375,0.034833333,0.04225,0.051395833,0.0361875,0.101083333,0.1401875,0.340895833
2410,bear,pic1035_bear.jpg,pic1035,0.060273571,0.071432381,0.054380866,0.079138225,0.119493921,0.115241041,0.069192619,0.082417875,0.177914356,0.170515145
2411,bear,pic1036_boil.gif,pic1036,0.020961873,0.04660203,0.03649965,0.075620946,0.101374104,0.118799015,0.069597939,0.085022713,0.309738513,0.135783217
2412,bear,pic1037_crumrock.gif,pic1037,0.040785052,0.067347762,0.042048662,0.055222476,0.051539185,0.056271004,0.046135233,0.052937223,0.374889098,0.212824304
2413,bear,pic1038_damage.gif,pic1038,0.065540074,0.07169083,0.046507249,0.052406954,0.053175799,0.075974393,0.064677085,0.10508065,0.237039478,0.227907488
2414,bear,pic1039_edgedam.gif,pic1039,0.036143882,0.047112345,0.03207649,0.050003855,0.072981726,0.092335569,0.045126841,0.063940936,0.411500501,0.148777855
2415,bear,pic103_TitleIcon2.gif,pic103,0.022832817,0.030486756,0.014318885,0.026358789,0.0374957,0.185715514,0.034528724,0.077743378,0.386050912,0.184468524
