filename,width,height,class,xmin,ymin,xmax,ymax
070.jpg,645,800,9,371,630,437,710
070.jpg,645,800,10,211,527,277,607
070.jpg,645,800,11,399,524,465,604
070.jpg,645,800,12,413,534,479,614
070.jpg,645,800,13,455,497,521,577
070.jpg,645,800,14,439,553,505,633
070.jpg,645,800,15,443,466,509,546
070.jpg,645,800,16,408,642,474,722
070.jpg,645,800,17,276,443,342,523
070.jpg,645,800,18,411,448,477,528
070.jpg,645,800,19,200,402,266,482
071.jpg,645,800,1,224,300,290,380
071.jpg,645,800,2,389,237,455,317
071.jpg,645,800,3,375,329,441,409
071.jpg,645,800,4,170,375,236,455
071.jpg,645,800,5,427,421,493,501
071.jpg,645,800,6,400,505,466,585
071.jpg,645,800,7,397,556,463,636
071.jpg,645,800,8,387,570,453,650
071.jpg,645,800,9,396,566,462,646
071.jpg,645,800,10,221,530,287,610
071.jpg,645,800,11,420,468,486,548
071.jpg,645,800,12,442,473,508,553
071.jpg,645,800,13,481,444,547,524
071.jpg,645,800,14,476,504,542,584
071.jpg,645,800,15,466,405,532,485
071.jpg,645,800,16,444,583,510,663
071.jpg,645,800,17,278,398,344,478
071.jpg,645,800,18,426,391,492,471
071.jpg,645,800,19,200,389,266,469
072.jpg,645,800,1,241,317,307,397
072.jpg,645,800,2,441,261,507,341
072.jpg,645,800,3,391,351,457,431
072.jpg,645,800,4,176,391,242,471
072.jpg,645,800,5,466,469,532,549
072.jpg,645,800,6,433,548,499,628
072.jpg,645,800,7,414,606,480,686
072.jpg,645,800,8,394,627,460,707
072.jpg,645,800,9,407,620,473,700
072.jpg,645,800,10,219,529,285,609
072.jpg,645,800,11,460,505,526,585
072.jpg,645,800,12,490,526,556,606
072.jpg,645,800,13,525,503,591,583
072.jpg,645,800,14,499,565,565,645
072.jpg,645,800,15,505,449,571,529
072.jpg,645,800,16,443,625,509,705
072.jpg,645,800,17,303,442,369,522
072.jpg,645,800,18,467,433,533,513
072.jpg,645,800,19,214,417,280,497
073.jpg,645,800,1,239,331,305,411
073.jpg,645,800,2,429,312,495,392
073.jpg,645,800,3,385,387,451,467
073.jpg,645,800,4,173,392,239,472
073.jpg,645,800,5,428,487,494,567
073.jpg,645,800,6,429,576,495,656
073.jpg,645,800,7,417,622,483,702
073.jpg,645,800,8,394,645,460,725
073.jpg,645,800,9,409,637,475,717
073.jpg,645,800,10,213,563,279,643
073.jpg,645,800,11,444,537,510,617
073.jpg,645,800,12,451,539,517,619
073.jpg,645,800,13,483,524,549,604
073.jpg,645,800,14,482,575,548,655
073.jpg,645,800,15,462,479,528,559
073.jpg,645,800,16,451,654,517,734
073.jpg,645,800,17,286,452,352,532
073.jpg,645,800,18,444,464,510,544
073.jpg,645,800,19,187,430,253,510
074.jpg,645,800,1,249,310,315,390
074.jpg,645,800,2,454,257,520,337
074.jpg,645,800,3,416,337,482,417
074.jpg,645,800,4,183,383,249,463
074.jpg,645,800,5,471,434,537,514
074.jpg,645,800,6,450,555,516,635
074.jpg,645,800,7,459,602,525,682
074.jpg,645,800,8,434,625,500,705
074.jpg,645,800,9,450,616,516,696
074.jpg,645,800,10,247,553,313,633
074.jpg,645,800,11,463,498,529,578
074.jpg,645,800,12,467,504,533,584
074.jpg,645,800,13,527,492,593,572
074.jpg,645,800,14,513,546,579,626
074.jpg,645,800,15,508,438,574,518
074.jpg,645,800,16,490,641,556,721
074.jpg,645,800,17,323,427,389,507
074.jpg,645,800,18,477,411,543,491
074.jpg,645,800,19,206,413,272,493
075.jpg,645,800,1,235,311,301,391
075.jpg,645,800,2,426,295,492,375
075.jpg,645,800,3,388,366,454,446
075.jpg,645,800,4,175,383,241,463
075.jpg,645,800,5,433,460,499,540
075.jpg,645,800,6,413,564,479,644
075.jpg,645,800,7,393,614,459,694
075.jpg,645,800,8,378,634,444,714
075.jpg,645,800,9,389,626,455,706
075.jpg,645,800,10,216,524,282,604
075.jpg,645,800,11,441,525,507,605
075.jpg,645,800,12,448,524,514,604
075.jpg,645,800,13,484,498,550,578
075.jpg,645,800,14,460,571,526,651
075.jpg,645,800,15,464,455,530,535
075.jpg,645,800,16,418,635,484,715
075.jpg,645,800,17,294,433,360,513
075.jpg,645,800,18,435,444,501,524
075.jpg,645,800,19,200,404,266,484
076.jpg,645,800,1,224,297,290,377
076.jpg,645,800,2,410,257,476,337
076.jpg,645,800,3,377,342,443,422
076.jpg,645,800,4,165,370,231,450
076.jpg,645,800,5,437,427,503,507
076.jpg,645,800,6,436,538,502,618
076.jpg,645,800,7,434,583,500,663
076.jpg,645,800,8,411,603,477,683
076.jpg,645,800,9,425,596,491,676
076.jpg,645,800,10,227,525,293,605
076.jpg,645,800,11,463,482,529,562
076.jpg,645,800,12,472,485,538,565
076.jpg,645,800,13,499,470,565,550
076.jpg,645,800,14,500,511,566,591
076.jpg,645,800,15,466,421,532,501
076.jpg,645,800,16,467,609,533,689
076.jpg,645,800,17,303,414,369,494
076.jpg,645,800,18,437,410,503,490
076.jpg,645,800,19,195,398,261,478
077.jpg,645,800,1,248,285,314,365
077.jpg,645,800,2,452,264,518,344
077.jpg,645,800,3,402,353,468,433
077.jpg,645,800,4,176,362,242,442
077.jpg,645,800,5,453,458,519,538
077.jpg,645,800,6,436,555,502,635
077.jpg,645,800,7,428,603,494,683
077.jpg,645,800,8,406,635,472,715
077.jpg,645,800,9,422,623,488,703
077.jpg,645,800,10,228,541,294,621
077.jpg,645,800,11,464,506,530,586
077.jpg,645,800,12,472,514,538,594
077.jpg,645,800,13,507,492,573,572
077.jpg,645,800,14,496,540,562,620
077.jpg,645,800,15,487,441,553,521
077.jpg,645,800,16,473,627,539,707
077.jpg,645,800,17,307,417,373,497
077.jpg,645,800,18,455,435,521,515
077.jpg,645,800,19,201,409,267,489
078.jpg,645,800,1,252,295,318,375
078.jpg,645,800,2,447,273,513,353
078.jpg,645,800,3,410,358,476,438
078.jpg,645,800,4,186,365,252,445
078.jpg,645,800,5,437,456,503,536
078.jpg,645,800,6,444,556,510,636
078.jpg,645,800,7,451,619,517,699
078.jpg,645,800,8,433,635,499,715
078.jpg,645,800,9,444,628,510,708
078.jpg,645,800,10,252,495,318,575
078.jpg,645,800,11,465,513,531,593
078.jpg,645,800,12,462,510,528,590
078.jpg,645,800,13,488,491,554,571
078.jpg,645,800,14,493,540,559,620
078.jpg,645,800,15,468,451,534,531
078.jpg,645,800,16,474,638,540,718
078.jpg,645,800,17,306,435,372,515
078.jpg,645,800,18,447,432,513,512
078.jpg,645,800,19,218,392,284,472
079.jpg,645,800,1,261,317,327,397
079.jpg,645,800,2,457,320,523,400
079.jpg,645,800,3,400,394,466,474
079.jpg,645,800,4,176,379,242,459
079.jpg,645,800,5,440,520,506,600
079.jpg,645,800,6,450,611,516,691
079.jpg,645,800,7,462,666,528,746
079.jpg,645,800,8,450,693,516,773
079.jpg,645,800,9,459,681,525,761
079.jpg,645,800,10,227,599,293,679
079.jpg,645,800,11,464,574,530,654
079.jpg,645,800,12,456,569,522,649
079.jpg,645,800,13,501,542,567,622
079.jpg,645,800,14,506,592,572,672
079.jpg,645,800,15,475,501,541,581
079.jpg,645,800,16,487,689,553,769
079.jpg,645,800,17,287,468,353,548
079.jpg,645,800,18,452,482,518,562
079.jpg,645,800,19,191,416,257,496
080.jpg,645,800,1,240,320,306,400
080.jpg,645,800,2,418,319,484,399
080.jpg,645,800,3,375,389,441,469
080.jpg,645,800,4,161,359,227,439
080.jpg,645,800,5,398,469,464,549
080.jpg,645,800,6,379,559,445,639
080.jpg,645,800,7,364,601,430,681
080.jpg,645,800,8,354,609,420,689
080.jpg,645,800,9,361,608,427,688
080.jpg,645,800,10,204,503,270,583
080.jpg,645,800,11,401,520,467,600
080.jpg,645,800,12,409,526,475,606
080.jpg,645,800,13,464,492,530,572
080.jpg,645,800,14,433,558,499,638
080.jpg,645,800,15,441,467,507,547
080.jpg,645,800,16,401,646,467,726
080.jpg,645,800,17,274,427,340,507
080.jpg,645,800,18,411,453,477,533
080.jpg,645,800,19,182,388,248,468
081.jpg,645,800,1,241,307,307,387
081.jpg,645,800,2,430,286,496,366
081.jpg,645,800,3,384,377,450,457
081.jpg,645,800,4,176,380,242,460
081.jpg,645,800,5,428,486,494,566
081.jpg,645,800,6,400,609,466,689
081.jpg,645,800,7,396,653,462,733
081.jpg,645,800,8,374,674,440,754
081.jpg,645,800,9,389,668,455,748
081.jpg,645,800,10,219,552,285,632
081.jpg,645,800,11,428,560,494,640
081.jpg,645,800,12,447,547,513,627
081.jpg,645,800,13,480,529,546,609
081.jpg,645,800,14,466,579,532,659
081.jpg,645,800,15,461,473,527,553
081.jpg,645,800,16,402,678,468,758
081.jpg,645,800,17,296,448,362,528
081.jpg,645,800,18,438,457,504,537
081.jpg,645,800,19,199,413,265,493
082.jpg,645,800,1,222,283,288,363
082.jpg,645,800,2,416,250,482,330
082.jpg,645,800,3,372,351,438,431
082.jpg,645,800,4,161,357,227,437
082.jpg,645,800,5,424,456,490,536
082.jpg,645,800,6,422,571,488,651
082.jpg,645,800,7,419,627,485,707
082.jpg,645,800,8,399,646,465,726
082.jpg,645,800,9,412,638,478,718
082.jpg,645,800,10,234,543,300,623
082.jpg,645,800,11,446,523,512,603
082.jpg,645,800,12,453,521,519,601
082.jpg,645,800,13,485,491,551,571
082.jpg,645,800,14,483,561,549,641
082.jpg,645,800,15,455,441,521,521
082.jpg,645,800,16,439,651,505,731
082.jpg,645,800,17,283,409,349,489
082.jpg,645,800,18,427,420,493,500
082.jpg,645,800,19,189,383,255,463
083.jpg,645,800,1,212,282,278,362
083.jpg,645,800,2,380,247,446,327
083.jpg,645,800,3,353,341,419,421
083.jpg,645,800,4,158,360,224,440
083.jpg,645,800,5,408,412,474,492
083.jpg,645,800,6,399,517,465,597
083.jpg,645,800,7,397,560,463,640
083.jpg,645,800,8,380,577,446,657
083.jpg,645,800,9,392,571,458,651
083.jpg,645,800,10,204,507,270,587
083.jpg,645,800,11,414,474,480,554
083.jpg,645,800,12,425,465,491,545
083.jpg,645,800,13,466,439,532,519
083.jpg,645,800,14,451,503,517,583
083.jpg,645,800,15,447,404,513,484
083.jpg,645,800,16,415,582,481,662
083.jpg,645,800,17,280,399,346,479
083.jpg,645,800,18,418,390,484,470
083.jpg,645,800,19,178,384,244,464
084.jpg,645,800,1,229,295,295,375
084.jpg,645,800,2,429,279,495,359
084.jpg,645,800,3,388,363,454,443
084.jpg,645,800,4,148,361,214,441
084.jpg,645,800,5,425,472,491,552
084.jpg,645,800,6,392,574,458,654
084.jpg,645,800,7,365,635,431,715
084.jpg,645,800,8,347,640,413,720
084.jpg,645,800,9,356,640,422,720
084.jpg,645,800,10,178,535,244,615
084.jpg,645,800,11,416,528,482,608
084.jpg,645,800,12,427,540,493,620
084.jpg,645,800,13,475,504,541,584
084.jpg,645,800,14,460,568,526,648
084.jpg,645,800,15,461,464,527,544
084.jpg,645,800,16,382,645,448,725
084.jpg,645,800,17,283,432,349,512
084.jpg,645,800,18,432,438,498,518
084.jpg,645,800,19,170,402,236,482
085.jpg,645,800,1,218,294,284,374
085.jpg,645,800,2,431,301,497,381
085.jpg,645,800,3,373,383,439,463
085.jpg,645,800,4,144,360,210,440
085.jpg,645,800,5,392,499,458,579
085.jpg,645,800,6,394,614,460,694
085.jpg,645,800,7,361,671,427,751
085.jpg,645,800,8,340,684,406,764
085.jpg,645,800,9,353,680,419,760
085.jpg,645,800,10,181,570,247,650
085.jpg,645,800,11,415,561,481,641
085.jpg,645,800,12,406,566,472,646
085.jpg,645,800,13,461,543,527,623
085.jpg,645,800,14,460,614,526,694
085.jpg,645,800,15,445,498,511,578
085.jpg,645,800,16,377,690,443,770
085.jpg,645,800,17,251,456,317,536
085.jpg,645,800,18,415,478,481,558
085.jpg,645,800,19,162,379,228,459
086.jpg,645,800,1,265,285,331,365
086.jpg,645,800,2,452,277,518,357
086.jpg,645,800,3,411,346,477,426
086.jpg,645,800,4,200,362,266,442
086.jpg,645,800,5,461,457,527,537
086.jpg,645,800,6,467,573,533,653
086.jpg,645,800,7,468,630,534,710
086.jpg,645,800,8,445,649,511,729
086.jpg,645,800,9,462,643,528,723
086.jpg,645,800,10,244,555,310,635
086.jpg,645,800,11,475,518,541,598
086.jpg,645,800,12,480,518,546,598
086.jpg,645,800,13,525,488,591,568
086.jpg,645,800,14,525,551,591,631
086.jpg,645,800,15,501,443,567,523
086.jpg,645,800,16,485,649,551,729
086.jpg,645,800,17,311,423,377,503
086.jpg,645,800,18,462,421,528,501
086.jpg,645,800,19,215,405,281,485
087.jpg,645,800,1,242,311,308,391
087.jpg,645,800,2,448,276,514,356
087.jpg,645,800,3,400,369,466,449
087.jpg,645,800,4,177,364,243,444
087.jpg,645,800,5,427,486,493,566
087.jpg,645,800,6,409,592,475,672
087.jpg,645,800,7,414,638,480,718
087.jpg,645,800,8,394,666,460,746
087.jpg,645,800,9,410,656,476,736
087.jpg,645,800,10,197,558,263,638
087.jpg,645,800,11,434,540,500,620
087.jpg,645,800,12,450,552,516,632
087.jpg,645,800,13,497,524,563,604
087.jpg,645,800,14,474,594,540,674
087.jpg,645,800,15,476,472,542,552
087.jpg,645,800,16,438,677,504,757
087.jpg,645,800,17,290,446,356,526
087.jpg,645,800,18,442,456,508,536
087.jpg,645,800,19,184,420,250,500
088.jpg,645,800,1,212,333,278,413
088.jpg,645,800,2,394,291,460,371
088.jpg,645,800,3,355,377,421,457
088.jpg,645,800,4,157,392,223,472
088.jpg,645,800,5,412,458,478,538
088.jpg,645,800,6,396,550,462,630
088.jpg,645,800,7,387,592,453,672
088.jpg,645,800,8,368,601,434,681
088.jpg,645,800,9,379,600,445,680
088.jpg,645,800,10,219,511,285,591
088.jpg,645,800,11,414,506,480,586
088.jpg,645,800,12,422,510,488,590
088.jpg,645,800,13,462,480,528,560
088.jpg,645,800,14,448,552,514,632
088.jpg,645,800,15,442,444,508,524
088.jpg,645,800,16,405,619,471,699
088.jpg,645,800,17,280,436,346,516
088.jpg,645,800,18,410,433,476,513
088.jpg,645,800,19,190,414,256,494
089.jpg,645,800,1,221,303,287,383
089.jpg,645,800,2,434,279,500,359
089.jpg,645,800,3,373,370,439,450
089.jpg,645,800,4,148,374,214,454
089.jpg,645,800,5,426,468,492,548
089.jpg,645,800,6,464,580,530,660
089.jpg,645,800,7,468,622,534,702
089.jpg,645,800,8,451,650,517,730
089.jpg,645,800,9,463,638,529,718
089.jpg,645,800,10,245,572,311,652
089.jpg,645,800,11,471,534,537,614
089.jpg,645,800,12,438,528,504,608
089.jpg,645,800,13,481,496,547,576
089.jpg,645,800,14,504,565,570,645
089.jpg,645,800,15,467,463,533,543
089.jpg,645,800,16,495,651,561,731
089.jpg,645,800,17,274,444,340,524
089.jpg,645,800,18,435,454,501,534
089.jpg,645,800,19,177,408,243,488
090.jpg,645,800,1,225,286,291,366
090.jpg,645,800,2,413,269,479,349
090.jpg,645,800,3,377,354,443,434
090.jpg,645,800,4,148,343,214,423
090.jpg,645,800,5,397,457,463,537
090.jpg,645,800,6,371,560,437,640
090.jpg,645,800,7,364,598,430,678
090.jpg,645,800,8,341,622,407,702
090.jpg,645,800,9,356,613,422,693
090.jpg,645,800,10,179,524,245,604
090.jpg,645,800,11,403,518,469,598
090.jpg,645,800,12,414,521,480,601
090.jpg,645,800,13,457,491,523,571
090.jpg,645,800,14,448,553,514,633
090.jpg,645,800,15,442,447,508,527
090.jpg,645,800,16,391,633,457,713
090.jpg,645,800,17,270,418,336,498
090.jpg,645,800,18,408,434,474,514
090.jpg,645,800,19,165,376,231,456
091.jpg,645,800,1,241,307,307,387
091.jpg,645,800,2,436,308,502,388
091.jpg,645,800,3,394,394,460,474
091.jpg,645,800,4,158,367,224,447
091.jpg,645,800,5,403,489,469,569
091.jpg,645,800,6,426,612,492,692
091.jpg,645,800,7,416,662,482,742
091.jpg,645,800,8,394,679,460,759
091.jpg,645,800,9,409,675,475,755
091.jpg,645,800,10,236,551,302,631
091.jpg,645,800,11,443,564,509,644
091.jpg,645,800,12,429,550,495,630
091.jpg,645,800,13,481,533,547,613
091.jpg,645,800,14,485,579,551,659
091.jpg,645,800,15,457,489,523,569
091.jpg,645,800,16,445,672,511,752
091.jpg,645,800,17,276,445,342,525
091.jpg,645,800,18,423,469,489,549
091.jpg,645,800,19,182,396,248,476
092.jpg,645,800,1,218,255,284,335
092.jpg,645,800,2,423,247,489,327
092.jpg,645,800,3,379,314,445,394
092.jpg,645,800,4,159,344,225,424
092.jpg,645,800,5,443,429,509,509
092.jpg,645,800,6,447,557,513,637
092.jpg,645,800,7,444,613,510,693
092.jpg,645,800,8,427,638,493,718
092.jpg,645,800,9,439,627,505,707
092.jpg,645,800,10,224,536,290,616
092.jpg,645,800,11,472,501,538,581
092.jpg,645,800,12,473,487,539,567
092.jpg,645,800,13,505,462,571,542
092.jpg,645,800,14,509,525,575,605
092.jpg,645,800,15,470,408,536,488
092.jpg,645,800,16,462,632,528,712
092.jpg,645,800,17,290,402,356,482
092.jpg,645,800,18,439,385,505,465
092.jpg,645,800,19,174,379,240,459
093.jpg,645,800,1,227,294,293,374
093.jpg,645,800,2,423,272,489,352
093.jpg,645,800,3,379,360,445,440
093.jpg,645,800,4,157,352,223,432
093.jpg,645,800,5,424,442,490,522
093.jpg,645,800,6,414,564,480,644
093.jpg,645,800,7,409,597,475,677
093.jpg,645,800,8,382,619,448,699
093.jpg,645,800,9,401,612,467,692
093.jpg,645,800,10,187,529,253,609
093.jpg,645,800,11,445,503,511,583
093.jpg,645,800,12,452,504,518,584
093.jpg,645,800,13,490,482,556,562
093.jpg,645,800,14,480,549,546,629
093.jpg,645,800,15,462,433,528,513
093.jpg,645,800,16,443,627,509,707
093.jpg,645,800,17,286,427,352,507
093.jpg,645,800,18,440,417,506,497
093.jpg,645,800,19,171,373,237,453
094.jpg,645,800,1,226,266,292,346
094.jpg,645,800,2,424,253,490,333
094.jpg,645,800,3,378,337,444,417
094.jpg,645,800,4,154,341,220,421
094.jpg,645,800,5,415,461,481,541
094.jpg,645,800,6,438,575,504,655
094.jpg,645,800,7,446,632,512,712
094.jpg,645,800,8,422,653,488,733
094.jpg,645,800,9,438,646,504,726
094.jpg,645,800,10,210,538,276,618
094.jpg,645,800,11,450,521,516,601
094.jpg,645,800,12,438,517,504,597
094.jpg,645,800,13,484,491,550,571
094.jpg,645,800,14,496,553,562,633
094.jpg,645,800,15,458,451,524,531
094.jpg,645,800,16,466,653,532,733
094.jpg,645,800,17,272,419,338,499
094.jpg,645,800,18,430,433,496,513
094.jpg,645,800,19,173,378,239,458
095.jpg,645,800,1,237,300,303,380
095.jpg,645,800,2,444,313,510,393
095.jpg,645,800,3,393,395,459,475
095.jpg,645,800,4,147,358,213,438
095.jpg,645,800,5,427,493,493,573
095.jpg,645,800,6,443,611,509,691
095.jpg,645,800,7,435,656,501,736
095.jpg,645,800,8,412,680,478,760
095.jpg,645,800,9,428,671,494,751
095.jpg,645,800,10,219,559,285,639
095.jpg,645,800,11,459,554,525,634
095.jpg,645,800,12,444,563,510,643
095.jpg,645,800,13,486,524,552,604
095.jpg,645,800,14,503,587,569,667
095.jpg,645,800,15,449,488,515,568
095.jpg,645,800,16,475,681,541,761
095.jpg,645,800,17,281,451,347,531
095.jpg,645,800,18,430,480,496,560
095.jpg,645,800,19,177,387,243,467
096.jpg,645,800,1,214,298,280,378
096.jpg,645,800,2,402,275,468,355
096.jpg,645,800,3,350,376,416,456
096.jpg,645,800,4,139,372,205,452
096.jpg,645,800,5,401,474,467,554
096.jpg,645,800,6,384,586,450,666
096.jpg,645,800,7,385,628,451,708
096.jpg,645,800,8,364,650,430,730
096.jpg,645,800,9,379,643,445,723
096.jpg,645,800,10,194,559,260,639
096.jpg,645,800,11,412,527,478,607
096.jpg,645,800,12,419,529,485,609
096.jpg,645,800,13,463,507,529,587
096.jpg,645,800,14,454,576,520,656
096.jpg,645,800,15,451,461,517,541
096.jpg,645,800,16,412,654,478,734
096.jpg,645,800,17,265,439,331,519
096.jpg,645,800,18,416,447,482,527
096.jpg,645,800,19,167,412,233,492
097.jpg,645,800,1,242,316,308,396
097.jpg,645,800,2,437,282,503,362
097.jpg,645,800,3,391,366,457,446
097.jpg,645,800,4,169,387,235,467
097.jpg,645,800,5,486,487,552,567
097.jpg,645,800,6,462,574,528,654
097.jpg,645,800,7,451,629,517,709
097.jpg,645,800,8,432,649,498,729
097.jpg,645,800,9,446,642,512,722
097.jpg,645,800,10,231,580,297,660
097.jpg,645,800,11,490,531,556,611
097.jpg,645,800,12,498,535,564,615
097.jpg,645,800,13,538,504,604,584
097.jpg,645,800,14,525,570,591,650
097.jpg,645,800,15,514,457,580,537
097.jpg,645,800,16,475,654,541,734
097.jpg,645,800,17,311,444,377,524
097.jpg,645,800,18,475,445,541,525
097.jpg,645,800,19,196,431,262,511
098.jpg,645,800,1,228,299,294,379
098.jpg,645,800,2,413,263,479,343
098.jpg,645,800,3,385,345,451,425
098.jpg,645,800,4,173,364,239,444
098.jpg,645,800,5,438,437,504,517
098.jpg,645,800,6,436,536,502,616
098.jpg,645,800,7,435,588,501,668
098.jpg,645,800,8,413,608,479,688
098.jpg,645,800,9,427,603,493,683
098.jpg,645,800,10,216,549,282,629
098.jpg,645,800,11,447,489,513,569
098.jpg,645,800,12,462,499,528,579
098.jpg,645,800,13,489,478,555,558
098.jpg,645,800,14,483,538,549,618
098.jpg,645,800,15,462,430,528,510
098.jpg,645,800,16,459,604,525,684
098.jpg,645,800,17,294,423,360,503
098.jpg,645,800,18,435,419,501,499
098.jpg,645,800,19,191,410,257,490
099.jpg,645,800,1,231,291,297,371
099.jpg,645,800,2,402,257,468,337
099.jpg,645,800,3,378,344,444,424
099.jpg,645,800,4,168,364,234,444
099.jpg,645,800,5,421,459,487,539
099.jpg,645,800,6,432,549,498,629
099.jpg,645,800,7,433,591,499,671
099.jpg,645,800,8,421,610,487,690
099.jpg,645,800,9,430,604,496,684
099.jpg,645,800,10,244,513,310,593
099.jpg,645,800,11,435,496,501,576
099.jpg,645,800,12,429,498,495,578
099.jpg,645,800,13,476,466,542,546
099.jpg,645,800,14,481,513,547,593
099.jpg,645,800,15,449,429,515,509
099.jpg,645,800,16,451,608,517,688
099.jpg,645,800,17,289,410,355,490
099.jpg,645,800,18,425,415,491,495
099.jpg,645,800,19,201,380,267,460
100.jpg,645,800,1,257,322,323,402
100.jpg,645,800,2,448,319,514,399
100.jpg,645,800,3,404,394,470,474
100.jpg,645,800,4,182,365,248,445
100.jpg,645,800,5,426,508,492,588
100.jpg,645,800,6,399,591,465,671
100.jpg,645,800,7,392,647,458,727
100.jpg,645,800,8,379,667,445,747
100.jpg,645,800,9,390,660,456,740
100.jpg,645,800,10,198,534,264,614
100.jpg,645,800,11,434,550,500,630
100.jpg,645,800,12,451,565,517,645
100.jpg,645,800,13,482,545,548,625
100.jpg,645,800,14,460,594,526,674
100.jpg,645,800,15,472,501,538,581
100.jpg,645,800,16,425,679,491,759
100.jpg,645,800,17,306,463,372,543
100.jpg,645,800,18,428,480,494,560
100.jpg,645,800,19,203,413,269,493
101.jpg,645,800,1,249,272,315,352
101.jpg,645,800,2,452,254,518,334
101.jpg,645,800,3,392,340,458,420
101.jpg,645,800,4,172,340,238,420
101.jpg,645,800,5,438,448,504,528
101.jpg,645,800,6,414,556,480,636
101.jpg,645,800,7,420,608,486,688
101.jpg,645,800,8,399,633,465,713
101.jpg,645,800,9,415,625,481,705
101.jpg,645,800,10,203,512,269,592
101.jpg,645,800,11,438,502,504,582
101.jpg,645,800,12,450,514,516,594
101.jpg,645,800,13,497,479,563,559
101.jpg,645,800,14,478,534,544,614
101.jpg,645,800,15,488,440,554,520
101.jpg,645,800,16,444,637,510,717
101.jpg,645,800,17,292,414,358,494
101.jpg,645,800,18,428,426,494,506
101.jpg,645,800,19,188,387,254,467
102.jpg,645,800,1,230,317,296,397
102.jpg,645,800,2,440,293,506,373
102.jpg,645,800,3,397,384,463,464
102.jpg,645,800,4,168,381,234,461
102.jpg,645,800,5,436,485,502,565
102.jpg,645,800,6,417,586,483,666
102.jpg,645,800,7,408,644,474,724
102.jpg,645,800,8,388,659,454,739
102.jpg,645,800,9,401,655,467,735
102.jpg,645,800,10,207,572,273,652
102.jpg,645,800,11,441,530,507,610
102.jpg,645,800,12,469,551,535,631
102.jpg,645,800,13,505,533,571,613
102.jpg,645,800,14,485,589,551,669
102.jpg,645,800,15,486,481,552,561
102.jpg,645,800,16,438,664,504,744
102.jpg,645,800,17,278,460,344,540
102.jpg,645,800,18,442,456,508,536
102.jpg,645,800,19,176,423,242,503
103.jpg,645,800,1,258,297,324,377
103.jpg,645,800,2,446,279,512,359
103.jpg,645,800,3,393,368,459,448
103.jpg,645,800,4,161,347,227,427
103.jpg,645,800,5,434,454,500,534
103.jpg,645,800,6,412,564,478,644
103.jpg,645,800,7,401,615,467,695
103.jpg,645,800,8,380,630,446,710
103.jpg,645,800,9,395,627,461,707
103.jpg,645,800,10,202,542,268,622
103.jpg,645,800,11,445,523,511,603
103.jpg,645,800,12,445,522,511,602
103.jpg,645,800,13,489,494,555,574
103.jpg,645,800,14,478,563,544,643
103.jpg,645,800,15,462,453,528,533
103.jpg,645,800,16,426,632,492,712
103.jpg,645,800,17,302,421,368,501
103.jpg,645,800,18,426,425,492,505
103.jpg,645,800,19,179,384,245,464
104.jpg,645,800,1,255,298,321,378
104.jpg,645,800,2,471,283,537,363
104.jpg,645,800,3,411,368,477,448
104.jpg,645,800,4,176,366,242,446
104.jpg,645,800,5,461,476,527,556
104.jpg,645,800,6,437,588,503,668
104.jpg,645,800,7,432,648,498,728
104.jpg,645,800,8,412,667,478,747
104.jpg,645,800,9,425,662,491,742
104.jpg,645,800,10,223,560,289,640
104.jpg,645,800,11,469,535,535,615
104.jpg,645,800,12,481,537,547,617
104.jpg,645,800,13,522,511,588,591
104.jpg,645,800,14,512,577,578,657
104.jpg,645,800,15,498,468,564,548
104.jpg,645,800,16,462,664,528,744
104.jpg,645,800,17,314,442,380,522
104.jpg,645,800,18,460,445,526,525
104.jpg,645,800,19,195,408,261,488
105.jpg,645,800,1,228,343,294,423
105.jpg,645,800,2,410,325,476,405
105.jpg,645,800,3,374,398,440,478
105.jpg,645,800,4,161,387,227,467
105.jpg,645,800,5,402,471,468,551
105.jpg,645,800,6,385,550,451,630
105.jpg,645,800,7,377,584,443,664
105.jpg,645,800,8,355,600,421,680
105.jpg,645,800,9,369,594,435,674
105.jpg,645,800,10,220,525,286,605
105.jpg,645,800,11,394,518,460,598
105.jpg,645,800,12,402,513,468,593
105.jpg,645,800,13,440,501,506,581
105.jpg,645,800,14,431,526,497,606
105.jpg,645,800,15,434,461,500,541
105.jpg,645,800,16,391,598,457,678
105.jpg,645,800,17,284,438,350,518
105.jpg,645,800,18,402,438,468,518
105.jpg,645,800,19,181,413,247,493
106.jpg,645,800,1,258,284,324,364
106.jpg,645,800,2,457,270,523,350
106.jpg,645,800,3,404,356,470,436
106.jpg,645,800,4,186,366,252,446
106.jpg,645,800,5,445,463,511,543
106.jpg,645,800,6,470,587,536,667
106.jpg,645,800,7,475,632,541,712
106.jpg,645,800,8,445,663,511,743
106.jpg,645,800,9,467,652,533,732
106.jpg,645,800,10,247,574,313,654
106.jpg,645,800,11,471,531,537,611
106.jpg,645,800,12,468,522,534,602
106.jpg,645,800,13,519,509,585,589
106.jpg,645,800,14,520,556,586,636
106.jpg,645,800,15,484,460,550,540
106.jpg,645,800,16,506,657,572,737
106.jpg,645,800,17,318,428,384,508
106.jpg,645,800,18,445,440,511,520
106.jpg,645,800,19,210,409,276,489
107.jpg,645,800,1,238,306,304,386
107.jpg,645,800,2,432,265,498,345
107.jpg,645,800,3,393,357,459,437
